,Shop,Address,Latitude,Longitude,Borough
1610,Pret A Manger,"7 Westferry Circus, Canary Wharf, London E14 4HD, UK",51.5061033,-0.0257374,Tower Hamlets
1611,Quaker Street Coffee & Bubble Tea,"10 Quaker St, London E1 6SZ, UK",51.522271,-0.075136,Tower Hamlets
1612,Quarantacinque,"45 Roman Rd, Bethnal Green, London E2 0HU, UK",51.5279366,-0.051702,Tower Hamlets
1613,Second Shot Coffee,"475 Bethnal Green Rd, London E2 9QH, UK",51.5275137,-0.0566214,Tower Hamlets
1614,Starbucks,"Unit 11 +, 12 Jubilee Pl, London E14 5NY, United Kingdom",51.5029918,-0.0174523,Tower Hamlets
1615,Starbucks,"One Canada Square, Unit R:P:490, London E14 5AB, United Kingdom",51.5031815,-0.0187613,Tower Hamlets
1616,Starbucks,"2 Churchill Pl, Canary Wharf, London E14 5RB, UK",51.5044402,-0.0149265,Tower Hamlets
1617,Starbucks,"389 Mile End Rd, Mile End, London E3 4QS, UK",51.52511699999999,-0.0353126,Tower Hamlets
1618,Starbucks Coffee,"S Colonnade, Canary Wharf, London E14 4QT, UK",51.5049465,-0.0207586,Tower Hamlets
1619,Starbucks Coffee,"The Tower Guoman Hotel, St Katharine's Way, St Katharine's & Wapping, London E1W 1LD, UK",51.5066998,-0.0740913,Tower Hamlets
1620,Starbucks Coffee,"Cloister walk, St Katharine's & Wapping, London E1W 1AT, UK",51.507136,-0.072531,Tower Hamlets
1621,Taylor St.,"8 S Colonnade, Canary Wharf, London E14 4PZ, UK",51.5046992,-0.0219967,Tower Hamlets
1622,The Basement Coffee Lounge,"164 Mile End Rd, London E1 4LJ, UK",51.5210646,-0.0492103,Tower Hamlets
1623,The Coffee Room,"6A Grove Rd, Mile End, London E3 5AX, UK",51.5256318,-0.0347489,Tower Hamlets
1624,The Coffee Shop,"585 Roman Rd, Bow, London E3 5EL, UK",51.533452,-0.028886,Tower Hamlets
1625,The International Comrades,"7 Burdett Rd, Mile End, London E3 4TU, UK",51.5242241,-0.0343708,Tower Hamlets
1626,White Mulberries,"St Katharine Docks, St Katharine's & Wapping, London E1W 1AT, UK",51.5072279,-0.0711526,Tower Hamlets
1627,White Post,"building 4, Schwartz Wharf, 92 White Post Ln, London E9 5EN, United Kingdom",51.5416721,-0.022537,Tower Hamlets
1628,Wrights of London,"27 Gauging Square, Vaughan Way, London E1W 2AF, United Kingdom",51.5084987,-0.0666599,Tower Hamlets
1629,Zealand Road Coffee Shop London,"391 Roman Rd, Bow, London E3 5QS, UK",51.5315017,-0.0375834,Tower Hamlets
1630,e5 roasthouse,"2 Cotall St, Poplar, London E14 6TL, UK",51.5157205,-0.022711,Tower Hamlets
1631,56 St James,"56 St James St, Walthamstow, London E17 7PE, UK",51.5796965,-0.032403,Waltham Forest
1632,Armstrong Audio Coffee Shop,"32A Blackhorse Ln, Walthamstow, London E17 6HJ, UK",51.5879999,-0.0399652,Waltham Forest
1633,Artizan Oasis,"285 Hall Ln, London E4 8NU, UK",51.61291079999999,-0.0299432,Waltham Forest
1634,Belgique Cafe and Patisserie,"52-54 Station Rd, Chingford, London E4 7BE, UK",51.6322366,0.0057632,Waltham Forest
1635,Brad's Coffee Bar,"80 St Mary Rd, Walthamstow, London E17 9RE, UK",51.5835037,-0.0183978,Waltham Forest
1636,Bru Coffee and Desserts,"223 Hoe St, Walthamstow, London E17 9PP, UK",51.5821327,-0.0183558,Waltham Forest
1637,Cafe Du Metro London,"140 High Rd Leyton, Leyton, London E15 2BX, UK",51.5547198,-0.0051001,Waltham Forest
1638,Caffè Nero,"65 Station Rd, Chingford, London E4 7BU, UK",51.6316255,0.0048893,Waltham Forest
1639,Chingford Enjoy Cafe,"240 Chingford Mount Rd, London E4 8JL, UK",51.6159408,-0.0172491,Waltham Forest
1640,Coffee Lovers London,"2A Station Rd, Walthamstow, London E8 1LX, UK",51.578928,-0.0328627,Waltham Forest
1641,Corner Coffee Shop,"Corner coffe, 867 Forest Rd, Walthamstow, London E17 4AT, UK",51.5917063,-0.0050791,Waltham Forest
1642,Costa Coffee,"Unit H, Leyton Mills Retail Park, Marshall Rd, Leyton, London E10 5NH, UK",51.5563389,-0.0091413,Waltham Forest
1643,Costa Coffee,"841a, High Road, Leytonstone, London E11 1HH, UK",51.5694521,0.0122021,Waltham Forest
1644,Costa Coffee,"Gainsborough Rd, Leytonstone, London E11 1HT, UK",51.5714943,0.0134201,Waltham Forest
1645,Costa Coffee,"12 St James St, Walthamstow, London E17 7PF, UK",51.58122640000001,-0.0334602,Waltham Forest
1646,Costa Coffee,"5 Station Approach, Hoe St, Walthamstow, London E17 9QF, UK",51.5827333,-0.0195721,Waltham Forest
1647,Costa Coffee,"The Mall, 45 Selborne Rd, Walthamstow, London E17 7JR, UK",51.58323910000001,-0.0242092,Waltham Forest
1648,Costa Coffee,"45 Selborne Rd, Walthamstow, London E17 7JR, UK",51.58332979999999,-0.0223059,Waltham Forest
1649,Costa Coffee,"Larkshall road, Highams Park, London E4 9JD, United Kingdom",51.6080816,-0.001373,Waltham Forest
1650,Costa Coffee,"Larkshall Rd, Highams Park, London E4 9JD, UK",51.6178247,0.0005881,Waltham Forest
1651,Costa Coffee,"24 Old Church Rd, Chingford Mount, London E4 8DD, UK",51.6179383,-0.0177045,Waltham Forest
1652,Costa Coffee,"45 - 47 Station Rd, Chingford, London E4 7BJ, UK",51.6312371,0.0036879,Waltham Forest
1653,Costa Coffee Bakers Arms,"565 Lea Bridge Rd, Walthamstow, London E10 7EQ, UK",51.57518,-0.013562,Waltham Forest
1654,Deja Vu Cafe,"75a High St, Walthamstow, London E17 7DB, UK",51.582336,-0.030536,Waltham Forest
1655,Devi Coffee Shop,"Walthamstow, London E10 7GD, United Kingdom",51.5738753,-0.0153614,Waltham Forest
1656,Fat Chef Coffee Shop,"101 High St, Walthamstow, London E17 7DB, UK",51.5826176,-0.0296535,Waltham Forest
1657,First Stop Cafe,"173 High St, Walthamstow, London E17 7BX, UK",51.5838964,-0.0253442,Waltham Forest
1658,Greggs,"4 Albert Cres, Chingford Mount, London E4 6SH, UK",51.6172858,-0.0184448,Waltham Forest
1659,Greggs,"25 Station Rd, Chingford, London E4 7BJ, UK",51.6311201,0.0028538,Waltham Forest
1660,Greggs Walthamstow,"1 Palace Parade, Walthamstow, London E17 7BU, UK",51.5840113,-0.0246923,Waltham Forest
1661,HUCKS,"81 Grove Rd, Walthamstow, London E17 9BU, UK",51.5791721,-0.0126142,Waltham Forest
1662,Kalm Coffee House,"89 Station Rd, Chingford, London E4 7BU, UK",51.6319714,0.005871,Waltham Forest
1663,KukooLaLa Cafe,"3 Marsh Ln, Leyton, London E10 7BL, UK",51.5646333,-0.0239273,Waltham Forest
1664,L'Hirondelle,"160 Hoe St, Walthamstow, London E17 4QH, UK",51.5866859,-0.0204901,Waltham Forest
1665,Lea Cafe London,"343 Lea Bridge Rd, Walthamstow, London E10 7LA, UK",51.5708248,-0.0243349,Waltham Forest
1666,Monoux 2 Coffee House,"99 Billet Rd, Walthamstow, London E17 5DP, UK",51.5994506,-0.0253445,Waltham Forest
1667,Monoux Coffee House,"214 Chingford Rd, Walthamstow, London E17 5AL, UK",51.59753689999999,-0.0152263,Waltham Forest
1668,Oh My Coffee Shop and Larder,"92-94 Old Church Rd, Chingford Mount, London E4 8BX, UK",51.6194949,-0.0173907,Waltham Forest
1669,Perky Blenders - Espresso Bar (E11),"Leytonstone Underground Station, Church Ln, Leytonstone, London E11 1HE, UK",51.5682583,0.0084654,Waltham Forest
1670,Perky Blenders - Project 660 (E10),"660 High Rd Leyton, Leyton, London E10 6JP, UK",51.5700259,-0.008003399999999999,Waltham Forest
1671,Rebel Coffee,"225 Wood St, Walthamstow, London E17 3NT, UK",51.5848162,-0.0010438,Waltham Forest
1672,Rio Coffee Shop,"290 Hoe St, Walthamstow, London E17 9QD, UK",51.5820361,-0.0186589,Waltham Forest
1673,San Marino Coffee,"668 High Rd Leytonstone, Leytonstone, London E11 3AA, UK",51.5686288,0.0114344,Waltham Forest
1674,Scoffs Sandwich Bar,"17 Station Rd, Chingford, London E4 7BJ, UK",51.63102199999999,0.002578,Waltham Forest
1675,THE CORNER CAFE,"1 The Broadway, Highams Park, London E4 9LQ, UK",51.6076353,-0.0006414,Waltham Forest
1676,Wood St Coffee,"Blackhorse Workshop 1-2 Sutherland Rd Path, London E17 6BX, United Kingdom",51.591806,-0.039473,Waltham Forest
1677,Wynwood Art District,"2A Chingford Rd, Walthamstow, London E17 4PJ, UK",51.5903514,-0.0171291,Waltham Forest
1678,Ziggy gift & coffee shop,"Broadway Parade, 4 The Broadway, Highams Park, London E4 9LQ, UK",51.6076521,-0.0012305,Waltham Forest
1679,2 Love Tea and Coffee House,"89 St John's Rd, London SW11 1QY, UK",51.46104099999999,-0.167045,Wandsworth
1680,AMT Coffee,"18 Balham Station Rd, Balham, London SW12 9SG, UK",51.4432657,-0.1526499,Wandsworth
1681,Al Farah Cafe,"137 Mitcham Rd, Tooting, London SW17 9PE, UK",51.4249571,-0.1636218,Wandsworth
1682,Allegro Coffee Company,"305-311 Lavender Hwy, London SW11 1LN, UK",51.463731,-0.1666228,Wandsworth
1683,Artisan Coffee,"203 Upper Richmond Rd, Putney, London SW15 6SG, UK",51.4612247,-0.2194537,Wandsworth
1684,Back-Up Coffee & Services Ltd,"Battersea Business Centre, 99-109 Lavender Hill, Clapham, London SW11 5QL, UK",51.4655916,-0.1552023,Wandsworth
1685,Bean & Hop,"424-426 Garratt Ln, Earlsfield, London SW18 4HN, UK",51.43982099999999,-0.187046,Wandsworth
1686,Belle Amie,"404 Garratt Ln, Earlsfield, London SW18 4HP, UK",51.4406097,-0.1870517,Wandsworth
1687,"Ben's Canteen, Earlsfield","422 Garratt Ln, Earlsfield, London SW18 4HW, UK",51.4400072,-0.1870371,Wandsworth
1688,Blåbär - Nordic Living,"3A Lacy Rd, Putney, London SW15 1NH, UK",51.4641502,-0.2161556,Wandsworth
1689,Brickwood Coffee & Bread,"Tooting Market, 21-23 Tooting High St, Tooting, London SW17 0SN, UK",51.42876649999999,-0.1659295,Wandsworth
1690,Brickwood Coffee & Bread,"11 Hildreth St, Balham, London SW12 9RQ, UK",51.4445676,-0.1510999,Wandsworth
1691,Caffettino,"230-232 Battersea Park Rd, Battersea, London SW11 4ND, UK",51.472969,-0.162391,Wandsworth
1692,Caffè Nero,"529 Garratt Ln, Earlsfield, London SW18 4SR, UK",51.4415293,-0.1872222,Wandsworth
1693,Caffè Nero,"137-139 Balham High Rd, Balham, London SW12 9AU, UK",51.4445045,-0.1517777,Wandsworth
1694,Caffè Nero,"247-249 Wimbledon Park Rd, Southfields, London SW18 5RJ, UK",51.444949,-0.206083,Wandsworth
1695,Caffè Nero,"5 Bellevue Rd, London SW17 7EG, UK",51.4458874,-0.1657487,Wandsworth
1696,Caffè Nero,"60A, Southside Shopping Centre, London SW18 4TF, United Kingdom",51.4547322,-0.1929384,Wandsworth
1697,Caffè Nero,"112 Upper Richmond Rd, Putney, London SW15 2SP, UK",51.459813,-0.2118121,Wandsworth
1698,Caffè Nero,"Unit RU01, Putney Railway Station, High St, Putney, London SW15 1RT, United Kingdom",51.46125800000001,-0.21662,Wandsworth
1699,Caffè Nero,"132A Putney High St, Putney, London SW15 1RG, UK",51.4624064,-0.2165082,Wandsworth
1700,Caffè Nero,"Unit 7B, 20 St John's Hill, Battersea, London SW11 1SA, UK",51.4635736,-0.1689024,Wandsworth
1701,Caffè Nero,"Clapham Junction Approach, Railway Station The Over-Bridge, London SW11 2QP, United Kingdom",51.4637679,-0.1703052,Wandsworth
1702,Caffè Nero,"1-3 Lavender Hill, Battersea, London SW11 5QW, UK",51.4662191,-0.150682,Wandsworth
1703,Caffè Nero Tooting Broadway,"1 Mitcham Rd, Tooting, London SW17 9PA, UK",51.4280269,-0.1676869,Wandsworth
1704,Café Carthage,"243 Balham High Rd, Tooting Bec, London SW17 7BE, UK",51.43735849999999,-0.1569624,Wandsworth
1705,Café Fleur,"198 St Ann's Hill, London SW18 2RT, UK",51.455731,-0.188978,Wandsworth
1706,Camden Coffee House (Balham Branch),"208 Balham High Rd, Balham, London SW12 9BS, UK",51.4433091,-0.1531556,Wandsworth
1707,Coffee Shop,"9 Gartons Way, Battersea, London SW11 3UE, UK",51.4661571,-0.1811064,Wandsworth
1708,Costa,"Unit 23a&24, Putney High St, Putney, London SW15 1TW, UK",51.463865,-0.216426,Wandsworth
1709,Costa Coffee,"507 Garratt Ln, Earlsfield, London SW18 4SW, UK",51.4423752,-0.1882237,Wandsworth
1710,Costa Coffee,"178 Balham High Rd, Balham, London SW12 9BW, UK",51.4442039,-0.1524946,Wandsworth
1711,Costa Coffee,"Unit 115, Southside Shopping Centre, Wandsworth, London SW18 4TQ, UK",51.4567665,-0.1940628,Wandsworth
1712,Costa Coffee,"c1, Ireton House, Upper Richmond Rd, Putney, London SW15 2TT, UK",51.4594357,-0.2113453,Wandsworth
1713,Costa Coffee,"328-334 Old York Rd, Wandsworth, London SW18 1SS, UK",51.4603762,-0.1883751,Wandsworth
1714,Costa Coffee,"165A Putney High St, Putney, London SW15 1RT, UK",51.46117160000001,-0.216697,Wandsworth
1715,Costa Coffee,"Unit 4A - Clapham Jct Shopping Court, London SW11 1SA, United Kingdom",51.463755,-0.1691589,Wandsworth
1716,Costa Coffee,"26 Putney High St, Putney, London SW15 1SN, UK",51.4651569,-0.2143324,Wandsworth
1717,Devotion Coffee Traders,"Unit 3, Brighton Buildings, St John's Hill, Battersea, London SW11 1RZ, UK",51.46301,-0.170479,Wandsworth
1718,Dillons Coffee,"Putney Exchange, Unit 5, Ground, Putney High St, London SW15 1TW, United Kingdom",51.4632077,-0.2166423,Wandsworth
1719,Donna Calvert Pop Up Coffee,"1 Putney Embankment, Putney, London SW15 1LB, UK",51.4681119,-0.218254,Wandsworth
1720,Doppio Coffee Warehouse Battersea,"336 Battersea Park Rd, Battersea Park, London SW11 3BY, UK",51.4707139,-0.1704171,Wandsworth
1721,DropShot Coffee London,"281 Wimbledon Park Rd, Southfields, London SW19 6NW, UK",51.44380899999999,-0.207314,Wandsworth
1722,Escape the Daily Grind,"8 Bedford Hill, Balham, London SW12 9RG, UK",51.4447785,-0.1510629,Wandsworth
1723,Esquires Coffee,"287 Putney Bridge Rd, Putney, London SW15 2PT, UK",51.4635585,-0.2118059,Wandsworth
1724,Esquires Coffee Balham,"75 Bedford Hill, Balham, London SW12 9HA, UK",51.4429482,-0.1495811,Wandsworth
1725,Fresh Ground Church of the Nazarene,"68 Battersea Rise, London SW11 1EQ, UK",51.4609329,-0.1665944,Wandsworth
1726,Ground Coffee Society,"79 Lower Richmond Rd, Putney, London SW15 1ET, UK",51.4672256,-0.2193927,Wandsworth
1727,HOB (Heart of Balham),"113 Balham High Rd, Balham, London SW12 9AP, UK",51.445185,-0.151059,Wandsworth
1728,JOES,"217A Tooting High St, Tooting, London SW17 0SZ, UK",51.42362749999999,-0.1722394,Wandsworth
1729,Manuels Cafe,"491 Garratt Ln, Earlsfield, London SW18 4SW, UK",51.4429305,-0.189068,Wandsworth
1730,Market Cafe,"5 E Cut Through, Nine Elms, London SW8 5JB, UK",51.4787583,-0.1350793,Wandsworth
1731,Mood Food Cafe,"131 Penwith Rd, Earlsfield, London SW18 4PZ, UK",51.442277,-0.190922,Wandsworth
1732,Mud,"141 Mitcham Rd, Tooting, London SW17 9PE, UK",51.4248865,-0.16354,Wandsworth
1733,Peabodys Coffee,"17 Cranmer Terrace, Tooting, London SW17 0RE, UK",51.4276919,-0.1752163,Wandsworth
1734,Press Cafe,"49 East Hill, Wandsworth, London SW18 2QE, UK",51.4576406,-0.1843231,Wandsworth
1735,Rosy Lea,"110 Upper Richmond Rd, Putney, London SW15 2SP, UK",51.4597887,-0.2117125,Wandsworth
1736,Smugglers Cafe,"58 Lower Richmond Rd, Putney, London SW15 1JT, UK",51.4675656,-0.2201083,Wandsworth
1737,Starbucks,"515 Garratt Ln, Earlsfield, London SW18 4SW, UK",51.4419926,-0.1876578,Wandsworth
1738,Starbucks,"Southside SC, 83 Wandsworth High St, London SW18 2PR, United Kingdom",51.4566988,-0.1932655,Wandsworth
1739,Starbucks Coffee,"2 Mitcham Rd, Tooting, London SW17 9ND, UK",51.4276384,-0.1677608,Wandsworth
1740,Starbucks Coffee,"Cineworld, Southside Shopping Centre, Wandsworth High St SW18 4TF, United Kingdom",51.4541079,-0.1936308,Wandsworth
1741,Story Coffee,"115 St John's Hill, London SW11 1SZ, UK",51.461031,-0.174409,Wandsworth
1742,Tasty Bites Coffee Bar,"London SW18 1HN, United Kingdom",51.45879189999999,-0.1981208,Wandsworth
1743,The Bakehouse,"232 Upper Richmond Rd, Putney, London SW15 6TG, UK",51.4613385,-0.2188401,Wandsworth
1744,The Black Cab Coffee Co,"Riverlight, 1 Nine Elms Ln, London SW11 8AU, United Kingdom",51.4826468,-0.1363596,Wandsworth
1745,The CoffeeWorks Project,"Unit 20 Circus Road West, Battersea, London SW11 8EZ, UK",51.482701,-0.145918,Wandsworth
1746,The Eclectic Collection,"575 Garratt Ln, Earlsfield, London SW18 4ST, UK",51.4397453,-0.1866576,Wandsworth
1747,The Limes Burger,"Green Man Bus Terminal, London SW15 3NG, UK",51.45291599999999,-0.221211,Wandsworth
1748,The Olive Tree Coffee House,"225 Garratt Ln, Earlsfield, London SW18 4DT, UK",51.4493543,-0.1895256,Wandsworth
1749,Vibes Cafe,"293 Battersea Park Rd, Battersea, London SW11 4LX, UK",51.4742644,-0.1537861,Wandsworth
1750,Walker Wyatt Coffee,"3 Upper Tooting Rd, Tooting Bec, London SW17 7TS, UK",51.4354546,-0.159802,Wandsworth
1751,A F K A Coffee Shop,"12 Norfolk Pl, Paddington, London W2 1QL, UK",51.516811,-0.1723605,Westminster
1752,Arro Coffee - The Temple of Coffee,"77 Bishop's Bridge Rd, Bayswater, London W2 6BG, UK",51.51586409999999,-0.187764,Westminster
1753,Attendant Fitzrovia,"27A Foley St, Fitzrovia, London W1W 6DY, UK",51.5192744,-0.1406809,Westminster
1754,Beany Green,"6C Sheldon Square, London W2 6EZ, UK",51.51984059999999,-0.1800607,Westminster
1755,Black Sheep Coffee,"Great Portland Street Tube Station, London W1W 5PW, United Kingdom",51.523754,-0.143947,Westminster
1756,Cafe Kinta Loma,"3 Berkeley St, Mayfair, London W1J 8NE, UK",51.507746,-0.1422993,Westminster
1757,CafeDirect Coffee Bar,"Imperial College Rd, Kensington, London SW7 2AP, UK",51.50126239999999,-0.1771287,Westminster
1758,Caffè Nero,"31-33 Warwick Way, Pimlico, London SW1V 1QS, UK",51.4922745,-0.1401916,Westminster
1759,Caffè Nero,"6-9 Elizabeth St, Victoria, London SW1W 9RB, UK",51.4930313,-0.1490052,Westminster
1760,Caffè Nero,"115 Buckingham Palace Rd, Victoria, London SW1W 9SJ, UK",51.4946037,-0.1453664,Westminster
1761,Caffè Nero,"50-52 Curzon St, Mayfair, London W1J 7UP, UK",51.5069247,-0.1459661,Westminster
1762,Caffè Nero,"52 Stratton St, Mayfair, London W1J 8LN, UK",51.5071543,-0.1432855,Westminster
1763,Caffè Nero,"3, 70 Piccadilly, Mayfair, London W1J 8HP, UK",51.5075753,-0.1415238,Westminster
1764,Caffè Nero,"14-15 Spring St, Paddington, London W2 3RA, UK",51.5148122,-0.1760278,Westminster
1765,Caffè Nero,"Paddington Station, Praed St, Paddington, London W2 1HQ, UK",51.5166744,-0.1769328,Westminster
1766,Caffè Nero,"6 Person Calibration Meeting Room, Broadcasting House, Portland Pl, Marylebone, London W1A 1AA, UK",51.51852479999999,-0.1435268,Westminster
1767,Caffè Nero,"18 Clifton Rd, Little Venice, London W9 1SS, UK",51.5257335,-0.1793851,Westminster
1768,Caffè Nero Express,"Victoria Station, Victoria, London SW1V 1JU, UK",51.49521619999999,-0.1444433,Westminster
1769,Caffè Nero Express,"38, Paddington Station, Praed St, London W2 1RH, United Kingdom",51.5163868,-0.1769007,Westminster
1770,Caffé Musetti,"Sheraton Grand London Park Lane, Piccadilly, London W1J 7BX, United Kingdom",51.5049292,-0.1468169,Westminster
1771,Coffee Geek And Friends - Specialty Coffee,"22, Cardinal Place, 6 Cathedral Walk, Westminster, London SW1E 5JH, UK",51.4976488,-0.1414996,Westminster
1772,Coffee Republic,"10 Rochester Row, Westminster, London SW1P 1BS, UK",51.4960007,-0.1356818,Westminster
1773,Coffee and Bake,"20, Colonnade Walk, 125 Buckingham Palace Rd, Victoria, London SW1W 9SH, UK",51.4928333,-0.1473052,Westminster
1774,Costa,"Unit 5,6 & 7, Buckingham Palace Rd, Victoria, London SW1V 1JT, UK",51.4947113,-0.1455911,Westminster
1775,Costa Coffee,"3 Cardinal Walk, Westminster, London SW1E 5JE, UK",51.4970602,-0.1410891,Westminster
1776,Costa Coffee,"2, 1 Curzon St, Mayfair, London W1J 5HD, UK",51.5078214,-0.1451812,Westminster
1777,Costa Coffee,"200 Piccadilly, St. James's, London W1J 9HU, UK",51.509031,-0.1365268,Westminster
1778,Costa Coffee,"51 Westbourne Grove, Bayswater, London W2 4UA, UK",51.5153986,-0.1906657,Westminster
1779,Costa Coffee,"254 Edgware Rd, London W2 1DS, UK",51.5191543,-0.1686365,Westminster
1780,Costa Coffee,"351 Harrow Rd, Maida Hill, London W9 3RA, UK",51.52403169999999,-0.2015722,Westminster
1781,D1 Coffee,"Aberdeen Pl, Little Venice, London NW8 8JN, UK",51.5248243,-0.1761406,Westminster
1782,Department of Coffee and Social Affairs,"15 Sherwood St, Regent St, Soho, London W1F 7ED, UK",51.510825,-0.135987,Westminster
1783,Department of Coffee and Social Affairs - Paddington,"UNIT 4, 2 Kingdom St, London W2 6BD, UK",51.519549,-0.1817297,Westminster
1784,EAT.,"55 Stratton St, Mayfair, London W1J 8LR, UK",51.5070827,-0.1431701,Westminster
1785,EAT.,"8 Berkeley Square, Mayfair, London W1J 6EE, UK",51.5094989,-0.1446993,Westminster
1786,Everbean,"30 Avery Row, Mayfair, London W1K 4BB, UK",51.5123657,-0.1455434,Westminster
1787,"Gallery 1&2 Coffee Bar, Sotheby's","1-2 St George St, Mayfair, London W1S 2FE, UK",51.5117261,-0.1429626,Westminster
1788,Harris + Hoole,"136-138 New Cavendish St, Fitzrovia, London W1W 6YD, UK",51.5204365,-0.1405672,Westminster
1789,Kaffeine,"15 Eastcastle St, Fitzrovia, London W1T 3AY, UK",51.51684909999999,-0.1371568,Westminster
1790,Kaffeine,"66 Great Titchfield St, Fitzrovia, London W1W 7QJ, UK",51.5184507,-0.1404082,Westminster
1791,"Knot Artisan Coffee and Pretzels,Victoria Station","Platform 7, London Victoria Station, Victoria St, Victoria, London SW1V 1JT, UK",51.4951398,-0.1438619,Westminster
1792,L'ETO London,"46-48 Shepherd Market, Mayfair, London W1J 7QS, UK",51.50657529999999,-0.1468771,Westminster
1793,LANCASTER DELI BAR,"28 Craven Terrace, Bayswater, London W2 3EL, UK",51.51263119999999,-0.1784341,Westminster
1794,Maida Hill Cafe Gallery,"2 Fernhead Rd, Maida Hill, London W9 3ET, UK",51.5246347,-0.2017585,Westminster
1795,Mastermind Proast,"29 Hill St, Mayfair, London W1J 5LR, UK",51.50832459999999,-0.1488591,Westminster
1796,Notes Coffee,"10 Sir Simon Milton Square, Westminster, London SW1E 5DJ, UK",51.497649,-0.1433824,Westminster
1797,Old English Coffee House,"1A Montrose Pl, Belgravia, London SW1X 7DU, UK",51.5000225,-0.1512669,Westminster
